College Name,Course,Caste,Gender,Rank Range,Cutoff Marks
BHASKAR PHARMACY COLLEGE,B. PHARMACY (M.P.C. STREAM),ST,Male,53192-53193,53193
BHOJREDDY ENGINEERING COLLEGE FOR WOMEN,COMPUTER SCIENCE AND ENGINEERING,ST,Male,0-1,1
BHOJREDDY ENGINEERING COLLEGE FOR WOMEN,ELECTRONICS AND COMMUNICATION ENGINEERING,ST,Male,0-1,1
BHOJREDDY ENGINEERING COLLEGE FOR WOMEN,ELECTRICAL AND ELECTRONICS ENGINEERING,ST,Male,0-1,1
BHOJREDDY ENGINEERING COLLEGE FOR WOMEN,INFORMATION TECHNOLOGY,ST,Male,0-1,1
BOJJAM NARASIMHULU PHARM COLL FOR WOMEN,B. PHARMACY (M.P.C. STREAM),ST,Male,0-1,1
BOMMA INST OF TECHNOLOGY AND SCI,ELECTRICAL AND ELECTRONICS ENGINEERING,ST,Male,117430-117431,117431
BOMMA INST OF TECHNOLOGY AND SCI,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),ST,Male,108039-108040,108040
BOMMA INST OF TECHNOLOGY AND SCI,COMPUTER SCIENCE AND ENGINEERING,ST,Male,107035-107036,107036
BOMMA INST OF TECHNOLOGY AND SCI,ELECTRONICS AND COMMUNICATION ENGINEERING,ST,Male,84434-84435,84435
BRILLIANT GRAMMER SCHOOL EDNL SOC GRP OF INSTNS,COMPUTER SCIENCE AND ENGINEERING,ST,Male,118849-118850,118850
BRILLIANT GRAMMER SCHOOL EDNL SOC GRP OF INSTNS,MECHANICAL ENGINEERING,ST,Male,117950-117951,117951
BRILLIANT GRAMMER SCHOOL EDNL SOC GRP OF INSTNS,ELECTRONICS AND COMMUNICATION ENGINEERING,ST,Male,108908-108909,108909
BRILLIANT GRAMMER SCHOOL EDNL SOC GRP OF INSTNS,CIVIL ENGINEERING,ST,Male,105174-105175,105175
BRILLIANT GRAMMER SCHOOL EDNL SOC GRP OF INSTNS,COMPUTER SCIENCE & ENGINEERING (NETWORKS),ST,Male,104182-104183,104183
BRILLIANT GRAMMER SCHOOL EDNL SOC GRP OF INSTNS,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),ST,Male,102751-102752,102752
BRILLIANT GRAMMER SCHOOL EDNL SOC GRP OF INSTNS,ELECTRICAL AND ELECTRONICS ENGINEERING,ST,Male,40027-40028,40028
BRILLIANT INSTT OF ENGG AND TECHNOLOGY,CIVIL ENGINEERING,ST,Male,120352-120353,120353
BRILLIANT INSTT OF ENGG AND TECHNOLOGY,ELECTRICAL AND ELECTRONICS ENGINEERING,ST,Male,117052-117053,117053
BRILLIANT INSTT OF ENGG AND TECHNOLOGY,COMPUTER ENGINEERING(SOFTWARE ENGINEERING),ST,Male,111249-111250,111250
BRILLIANT INSTT OF ENGG AND TECHNOLOGY,ELECTRONICS AND COMMUNICATION ENGINEERING,ST,Male,108145-108146,108146
BRILLIANT INSTT OF ENGG AND TECHNOLOGY,COMPUTER SCIENCE AND ENGINEERING,ST,Male,97479-97480,97480
BRILLIANT INSTT OF ENGG AND TECHNOLOGY,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),ST,Male,96594-96595,96595
BRILLIANT INSTT OF ENGG AND TECHNOLOGY,COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),ST,Male,87702-87703,87703
BVRIT COLLEGE OF ENGINEERING FOR WOMEN,COMPUTER SCIENCE AND ENGINEERING,ST,Male,0-1,1
BVRIT COLLEGE OF ENGINEERING FOR WOMEN,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),ST,Male,0-1,1
BVRIT COLLEGE OF ENGINEERING FOR WOMEN,ELECTRONICS AND COMMUNICATION ENGINEERING,ST,Male,0-1,1
BVRIT COLLEGE OF ENGINEERING FOR WOMEN,ELECTRICAL AND ELECTRONICS ENGINEERING,ST,Male,0-1,1
BVRIT COLLEGE OF ENGINEERING FOR WOMEN,INFORMATION TECHNOLOGY,ST,Male,0-1,1
C M R COLL OF PHARMACY,B. PHARMACY (M.P.C. STREAM),ST,Male,115145-115146,115146
C M R COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),ELECTRICAL AND ELECTRONICS ENGINEERING,ST,Male,120364-120365,120365
C M R COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),CIVIL ENGINEERING,ST,Male,119843-119844,119844
C M R COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),MECHANICAL ENGINEERING,ST,Male,82652-82653,82653
C M R COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING,ST,Male,65779-65780,65780
C M R COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),ELECTRONICS AND COMMUNICATION ENGINEERING,ST,Male,65600-65601,65601
C M R COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,ST,Male,60664-60665,60665
C M R COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),ST,Male,54907-54908,54908
C M R COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),INFORMATION TECHNOLOGY,ST,Male,47404-47405,47405
C M R COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),ST,Male,43494-43495,43495
C M R COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),ST,Male,42757-42758,42758
C M R COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),COMPUTER SCIENCE AND ENGINEERING,ST,Male,30488-30489,30489
CHAITANYA BHARATHI INSTITUTE OF TECHNOLOGY,BIO-TECHNOLOGY,ST,Male,112103-112104,112104
CHAITANYA BHARATHI INSTITUTE OF TECHNOLOGY,CHEMICAL ENGINEERING,ST,Male,63583-63584,63584
CHAITANYA BHARATHI INSTITUTE OF TECHNOLOGY,MECHANICAL ENGINEERING,ST,Male,53146-53147,53147
CHAITANYA BHARATHI INSTITUTE OF TECHNOLOGY,CIVIL ENGINEERING,ST,Male,37241-37242,37242
CHAITANYA BHARATHI INSTITUTE OF TECHNOLOGY,ELECTRICAL AND ELECTRONICS ENGINEERING,ST,Male,34055-34056,34056
CHAITANYA BHARATHI INSTITUTE OF TECHNOLOGY,CSE (IoT AND CYBER SECURITY INCLUDING BLOCK CHAIN TECHNOLOGY),ST,Male,16789-16790,16790
CHAITANYA BHARATHI INSTITUTE OF TECHNOLOGY,INFORMATION TECHNOLOGY,ST,Male,16278-16279,16279
CHAITANYA BHARATHI INSTITUTE OF TECHNOLOGY,ELECTRONICS AND COMMUNICATION ENGINEERING,ST,Male,15549-15550,15550
CHAITANYA BHARATHI INSTITUTE OF TECHNOLOGY,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,ST,Male,13751-13752,13752
CHAITANYA BHARATHI INSTITUTE OF TECHNOLOGY,ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING,ST,Male,12761-12762,12762
CHAITANYA BHARATHI INSTITUTE OF TECHNOLOGY,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),ST,Male,9868-9869,9869
CHAITANYA BHARATHI INSTITUTE OF TECHNOLOGY,COMPUTER SCIENCE AND ENGINEERING,ST,Male,8640-8641,8641
CMR ENGG COLLEGE (AUTONOMOUS),ELECTRONICS AND COMMUNICATION ENGINEERING,ST,Male,117815-117816,117816
CMR ENGG COLLEGE (AUTONOMOUS),ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,ST,Male,115851-115852,115852
CMR ENGG COLLEGE (AUTONOMOUS),COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),ST,Male,99813-99814,99814
CMR ENGG COLLEGE (AUTONOMOUS),INFORMATION TECHNOLOGY,ST,Male,97410-97411,97411
CMR ENGG COLLEGE (AUTONOMOUS),COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),ST,Male,94188-94189,94189
CMR ENGG COLLEGE (AUTONOMOUS),COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),ST,Male,71910-71911,71911
CMR ENGG COLLEGE (AUTONOMOUS),COMPUTER SCIENCE AND ENGINEERING,ST,Male,52678-52679,52679
CMR INSTITUTE OF TECHNOLOGY (AUTONOMOUS),ELECTRONICS AND COMMUNICATION ENGINEERING,ST,Male,91051-91052,91052
CMR INSTITUTE OF TECHNOLOGY (AUTONOMOUS),COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),ST,Male,80573-80574,80574
CMR INSTITUTE OF TECHNOLOGY (AUTONOMOUS),ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING,ST,Male,76173-76174,76174
CMR INSTITUTE OF TECHNOLOGY (AUTONOMOUS),ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,ST,Male,55704-55705,55705
CMR INSTITUTE OF TECHNOLOGY (AUTONOMOUS),COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),ST,Male,51569-51570,51570
CMR INSTITUTE OF TECHNOLOGY (AUTONOMOUS),COMPUTER SCIENCE AND ENGINEERING,ST,Male,47127-47128,47128
CMR TECHNICAL CAMPUS (AUTONOMOUS),COMPUTER SCIENCE & DESIGN,ST,Male,120377-120378,120378
CMR TECHNICAL CAMPUS (AUTONOMOUS),INFORMATION TECHNOLOGY,ST,Male,116406-116407,116407
CMR TECHNICAL CAMPUS (AUTONOMOUS),ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING,ST,Male,94176-94177,94177
CMR TECHNICAL CAMPUS (AUTONOMOUS),ELECTRONICS AND COMMUNICATION ENGINEERING,ST,Male,90074-90075,90075
CMR TECHNICAL CAMPUS (AUTONOMOUS),COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),ST,Male,82501-82502,82502
CMR TECHNICAL CAMPUS (AUTONOMOUS),COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),ST,Male,58667-58668,58668
CMR TECHNICAL CAMPUS (AUTONOMOUS),COMPUTER SCIENCE AND ENGINEERING,ST,Male,43338-43339,43339
COLLEGE OF AGRICULTURAL ENGG,AGRICULTURAL ENGINEERING,ST,Male,60033-60034,60034
COLLEGE OF DAIRY TECHNOLOGY,DAIRYING,ST,Male,93351-93352,93352
COLLEGE OF FOOD SCIENCE AND TECHNOLOGY,FOOD TECHNOLOGY,ST,Male,59748-59749,59749
CSI WESLEY INST OF TECHNOLOGY AND SCIENCES,COMPUTER SCIENCE AND ENGINEERING,ST,Male,113726-113727,113727
CVR COLLEGE OF ENGINEERING,ELECTRICAL AND ELECTRONICS ENGINEERING,ST,Male,62567-62568,62568
CVR COLLEGE OF ENGINEERING,CIVIL ENGINEERING,ST,Male,53915-53916,53916
CVR COLLEGE OF ENGINEERING,MECHANICAL ENGINEERING,ST,Male,52054-52055,52055
CVR COLLEGE OF ENGINEERING,ELECTRONICS AND INSTRUMENTATION ENGINEERING,ST,Male,40302-40303,40303
CVR COLLEGE OF ENGINEERING,ELECTRONICS AND COMMUNICATION ENGINEERING,ST,Male,35536-35537,35537
CVR COLLEGE OF ENGINEERING,COMPUTER SCIENCE AND INFORMATION TECHNOLOGY,ST,Male,30292-30293,30293
CVR COLLEGE OF ENGINEERING,INFORMATION TECHNOLOGY,ST,Male,27645-27646,27646
CVR COLLEGE OF ENGINEERING,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),ST,Male,22726-22727,22727
CVR COLLEGE OF ENGINEERING,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),ST,Male,17880-17881,17881
CVR COLLEGE OF ENGINEERING,COMPUTER SCIENCE AND ENGINEERING,ST,Male,15199-15200,15200
CVR COLLEGE OF ENGINEERING,COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),ST,Male,13704-13705,13705
D R K COLLEGE OF ENGINEERING AND TECHNOLOGY,COMPUTER SCIENCE AND ENGINEERING,ST,Male,121039-121040,121040
D R K COLLEGE OF ENGINEERING AND TECHNOLOGY,COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),ST,Male,120616-120617,120617
D R K COLLEGE OF ENGINEERING AND TECHNOLOGY,CIVIL ENGINEERING,ST,Male,118454-118455,118455
D R K COLLEGE OF ENGINEERING AND TECHNOLOGY,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),ST,Male,117523-117524,117524
D R K COLLEGE OF ENGINEERING AND TECHNOLOGY,ELECTRONICS AND COMMUNICATION ENGINEERING,ST,Male,96358-96359,96359
D R K INSTITUTE OF SCI AND TECHNOLOGY,ELECTRICAL AND ELECTRONICS ENGINEERING,ST,Male,120288-120289,120289
D R K INSTITUTE OF SCI AND TECHNOLOGY,COMPUTER SCIENCE AND ENGINEERING,ST,Male,118594-118595,118595
D R K INSTITUTE OF SCI AND TECHNOLOGY,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),ST,Male,116026-116027,116027
D R K INSTITUTE OF SCI AND TECHNOLOGY,ELECTRONICS AND COMMUNICATION ENGINEERING,ST,Male,111118-111119,111119
D R K INSTITUTE OF SCI AND TECHNOLOGY,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),ST,Male,99918-99919,99919
D R K INSTITUTE OF SCI AND TECHNOLOGY,MECHANICAL ENGINEERING,ST,Male,70825-70826,70826
DARIPALLY ANANTHA RAMULU COLLOF ENGGAND TECH,COMPUTER SCIENCE AND ENGINEERING,ST,Male,118216-118217,118217
DARIPALLY ANANTHA RAMULU COLLOF ENGGAND TECH,ELECTRICAL AND ELECTRONICS ENGINEERING,ST,Male,111552-111553,111553
ELLENKI COLLGE OF ENGG AND TECHNOLOGY,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),ST,Male,120664-120665,120665
ELLENKI COLLGE OF ENGG AND TECHNOLOGY,ELECTRICAL AND ELECTRONICS ENGINEERING,ST,Male,119356-119357,119357
ELLENKI COLLGE OF ENGG AND TECHNOLOGY,MECHANICAL ENGINEERING,ST,Male,118763-118764,118764
ELLENKI COLLGE OF ENGG AND TECHNOLOGY,ELECTRONICS AND COMMUNICATION ENGINEERING,ST,Male,117070-117071,117071
ELLENKI COLLGE OF ENGG AND TECHNOLOGY,COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),ST,Male,90565-90566,90566
ELLENKI COLLGE OF ENGG AND TECHNOLOGY,COMPUTER SCIENCE AND ENGINEERING,ST,Male,86662-86663,86663
ELLENKI COLLGE OF ENGG AND TECHNOLOGY,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),ST,Male,64086-64087,64087
G NARAYNAMMA INSTITUTE OF TECHNOLOGY AND SCI,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),ST,Male,0-1,1
G NARAYNAMMA INSTITUTE OF TECHNOLOGY AND SCI,COMPUTER SCIENCE AND ENGINEERING,ST,Male,0-1,1
G NARAYNAMMA INSTITUTE OF TECHNOLOGY AND SCI,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),ST,Male,0-1,1
G NARAYNAMMA INSTITUTE OF TECHNOLOGY AND SCI,COMPUTER SCIENCE AND TECHNOLOGY,ST,Male,0-1,1
G NARAYNAMMA INSTITUTE OF TECHNOLOGY AND SCI,ELECTRONICS AND COMMUNICATION ENGINEERING,ST,Male,0-1,1
G NARAYNAMMA INSTITUTE OF TECHNOLOGY AND SCI,ELECTRICAL AND ELECTRONICS ENGINEERING,ST,Male,0-1,1
G NARAYNAMMA INSTITUTE OF TECHNOLOGY AND SCI,ELECTRONICS AND TELEMATICS,ST,Male,0-1,1
G NARAYNAMMA INSTITUTE OF TECHNOLOGY AND SCI,INFORMATION TECHNOLOGY,ST,Male,0-1,1
G P R COLLEGE OF PHARMACY,PHARM - D (M.P.C. STREAM),ST,Male,106295-106296,106296
G P R COLLEGE OF PHARMACY,B. PHARMACY (M.P.C. STREAM),ST,Male,98774-98775,98775
GANAPATHI ENGINEERING COLLGE,COMPUTER SCIENCE AND ENGINEERING,ST,Male,115645-115646,115646
GANAPATHI ENGINEERING COLLGE,ELECTRONICS AND COMMUNICATION ENGINEERING,ST,Male,108916-108917,108917
GANAPATHI ENGINEERING COLLGE,ELECTRICAL AND ELECTRONICS ENGINEERING,ST,Male,106812-106813,106813
GANAPATHI ENGINEERING COLLGE,COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),ST,Male,105625-105626,105626
GATE INSTITUTE OF TECHNOLOGYAND SCIENCES,ELECTRICAL AND ELECTRONICS ENGINEERING,ST,Male,118889-118890,118890
GATE INSTITUTE OF TECHNOLOGYAND SCIENCES,MECHANICAL ENGINEERING,ST,Male,118144-118145,118145
GATE INSTITUTE OF TECHNOLOGYAND SCIENCES,COMPUTER SCIENCE AND ENGINEERING,ST,Male,117889-117890,117890
GATE INSTITUTE OF TECHNOLOGYAND SCIENCES,ELECTRONICS AND COMMUNICATION ENGINEERING,ST,Male,116011-116012,116012
GATE INSTITUTE OF TECHNOLOGYAND SCIENCES,CIVIL ENGINEERING,ST,Male,62569-62570,62570
GEETANJALI COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),CIVIL ENGINEERING,ST,Male,121206-121207,121207
GEETANJALI COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),MECHANICAL ENGINEERING,ST,Male,119555-119556,119556
GEETANJALI COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),COMPUTER SCIENCE AND ENGINEERING (IOT),ST,Male,118879-118880,118880
GEETANJALI COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),ELECTRICAL AND ELECTRONICS ENGINEERING,ST,Male,115324-115325,115325
GEETANJALI COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),ELECTRONICS AND COMMUNICATION ENGINEERING,ST,Male,94772-94773,94773
GEETANJALI COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),INFORMATION TECHNOLOGY,ST,Male,83362-83363,83363
GEETANJALI COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),ST,Male,65899-65900,65900
GEETANJALI COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),ST,Male,64029-64030,64030
GEETANJALI COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),ST,Male,54665-54666,54666
GEETANJALI COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),COMPUTER SCIENCE AND ENGINEERING,ST,Male,40700-40701,40701
GEETHANJALI COLL OF PHARM,B. PHARMACY (M.P.C. STREAM),ST,Male,93856-93857,93857
GLAND INST OF PHARACEUTICAL SCIENCES,B. PHARMACY (M.P.C. STREAM),ST,Male,98006-98007,98007
GLOBAL COLLEGE OF PHARMACY,B. PHARMACY (M.P.C. STREAM),ST,Male,73767-73768,73768
GLOBAL INST OF ENGINEERING AND TECHNOLOGY,COMPUTER SCIENCE AND ENGINEERING,ST,Male,119639-119640,119640
GLOBAL INST OF ENGINEERING AND TECHNOLOGY,CIVIL ENGINEERING,ST,Male,118781-118782,118782
GLOBAL INST OF ENGINEERING AND TECHNOLOGY,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),ST,Male,112812-112813,112813
GLOBAL INST OF ENGINEERING AND TECHNOLOGY,ELECTRONICS AND COMMUNICATION ENGINEERING,ST,Male,49236-49237,49237
GOKARAJU LAILAVATHI WOMENS ENGINEERING COLLEGE,COMPUTER SCIENCE AND ENGINEERING,ST,Male,0-1,1
GOKARAJU LAILAVATHI WOMENS ENGINEERING COLLEGE,INFORMATION TECHNOLOGY,ST,Male,0-1,1
GOKARAJU RANGARAJU COLLEGE OF PHARMACY,B. PHARMACY (M.P.C. STREAM),ST,Male,97292-97293,97293
GOKARAJU RANGARAJU INSTITUTE OF ENGG AND TECH,CIVIL ENGINEERING,ST,Male,117651-117652,117652
GOKARAJU RANGARAJU INSTITUTE OF ENGG AND TECH,ELECTRICAL AND ELECTRONICS ENGINEERING,ST,Male,116853-116854,116854
GOKARAJU RANGARAJU INSTITUTE OF ENGG AND TECH,MECHANICAL ENGINEERING,ST,Male,106439-106440,106440
GOKARAJU RANGARAJU INSTITUTE OF ENGG AND TECH,COMPUTER SCIENCE AND BUSINESS SYSTEM,ST,Male,38361-38362,38362
GOKARAJU RANGARAJU INSTITUTE OF ENGG AND TECH,ELECTRONICS AND COMMUNICATION ENGINEERING,ST,Male,32831-32832,32832
GOKARAJU RANGARAJU INSTITUTE OF ENGG AND TECH,INFORMATION TECHNOLOGY,ST,Male,31412-31413,31413
GOKARAJU RANGARAJU INSTITUTE OF ENGG AND TECH,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),ST,Male,31223-31224,31224
GOKARAJU RANGARAJU INSTITUTE OF ENGG AND TECH,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),ST,Male,26086-26087,26087
GOKARAJU RANGARAJU INSTITUTE OF ENGG AND TECH,COMPUTER SCIENCE AND ENGINEERING,ST,Male,19449-19450,19450
GURU NANAK INSTITUTIONS TECHNICAL CAMPUS (AUTONOMOUS),ELECTRICAL AND ELECTRONICS ENGINEERING,ST,Male,120212-120213,120213
GURU NANAK INSTITUTIONS TECHNICAL CAMPUS (AUTONOMOUS),CIVIL ENGINEERING,ST,Male,118473-118474,118474
GURU NANAK INSTITUTIONS TECHNICAL CAMPUS (AUTONOMOUS),MECHANICAL ENGINEERING,ST,Male,116517-116518,116518
GURU NANAK INSTITUTIONS TECHNICAL CAMPUS (AUTONOMOUS),B. PHARMACY (M.P.C. STREAM),ST,Male,108801-108802,108802
GURU NANAK INSTITUTIONS TECHNICAL CAMPUS (AUTONOMOUS),COMPUTER SCIENCE AND ENGINEERING (IOT),ST,Male,93736-93737,93737
GURU NANAK INSTITUTIONS TECHNICAL CAMPUS (AUTONOMOUS),ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,ST,Male,85003-85004,85004
GURU NANAK INSTITUTIONS TECHNICAL CAMPUS (AUTONOMOUS),ELECTRONICS AND COMMUNICATION ENGINEERING,ST,Male,80991-80992,80992
GURU NANAK INSTITUTIONS TECHNICAL CAMPUS (AUTONOMOUS),PHARM - D (M.P.C. STREAM),ST,Male,76237-76238,76238
GURU NANAK INSTITUTIONS TECHNICAL CAMPUS (AUTONOMOUS),COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),ST,Male,48727-48728,48728
GURU NANAK INSTITUTIONS TECHNICAL CAMPUS (AUTONOMOUS),INFORMATION TECHNOLOGY,ST,Male,47099-47100,47100
GURU NANAK INSTITUTIONS TECHNICAL CAMPUS (AUTONOMOUS),COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),ST,Male,35592-35593,35593
GURU NANAK INSTITUTIONS TECHNICAL CAMPUS (AUTONOMOUS),COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),ST,Male,35305-35306,35306
GURU NANAK INSTITUTIONS TECHNICAL CAMPUS (AUTONOMOUS),COMPUTER SCIENCE AND ENGINEERING,ST,Male,33285-33286,33286
GURUNANAK INST OF TECHNOLOGY,ELECTRICAL AND ELECTRONICS ENGINEERING,ST,Male,121444-121445,121445
GURUNANAK INST OF TECHNOLOGY,MECHANICAL ENGINEERING,ST,Male,119912-119913,119913
GURUNANAK INST OF TECHNOLOGY,CIVIL ENGINEERING,ST,Male,92223-92224,92224
GURUNANAK INST OF TECHNOLOGY,ELECTRONICS AND COMMUNICATION ENGINEERING,ST,Male,66257-66258,66258
GURUNANAK INST OF TECHNOLOGY,INFORMATION TECHNOLOGY,ST,Male,52817-52818,52818
GURUNANAK INST OF TECHNOLOGY,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,ST,Male,49756-49757,49757
GURUNANAK INST OF TECHNOLOGY,COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),ST,Male,40786-40787,40787
GURUNANAK INST OF TECHNOLOGY,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),ST,Male,36208-36209,36209
GURUNANAK INST OF TECHNOLOGY,COMPUTER SCIENCE AND ENGINEERING,ST,Male,34887-34888,34888
GYANA JYOTHI COLLEGE OF PHARMACY,B. PHARMACY (M.P.C. STREAM),ST,Male,87632-87633,87633
HOLY MARY INSTITUTE OF TECH SCIENCE (AUTONOMOUS),ELECTRICAL AND ELECTRONICS ENGINEERING,ST,Male,121355-121356,121356
HOLY MARY INSTITUTE OF TECH SCIENCE (AUTONOMOUS),CIVIL ENGINEERING,ST,Male,119439-119440,119440
HOLY MARY INSTITUTE OF TECH SCIENCE (AUTONOMOUS),COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),ST,Male,119023-119024,119024
HOLY MARY INSTITUTE OF TECH SCIENCE (AUTONOMOUS),ELECTRONICS AND COMMUNICATION ENGINEERING,ST,Male,117431-117432,117432
HOLY MARY INSTITUTE OF TECH SCIENCE (AUTONOMOUS),MECHANICAL ENGINEERING,ST,Male,113395-113396,113396
HOLY MARY INSTITUTE OF TECH SCIENCE (AUTONOMOUS),COMPUTER ENGINEERING(SOFTWARE ENGINEERING),ST,Male,105642-105643,105643
HOLY MARY INSTITUTE OF TECH SCIENCE (AUTONOMOUS),COMPUTER SCIENCE AND ENGINEERING,ST,Male,103802-103803,103803
HOLY MARY INSTITUTE OF TECH SCIENCE (AUTONOMOUS),COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),ST,Male,87166-87167,87167
HOLY MARY INSTITUTE OF TECH SCIENCE (AUTONOMOUS),COMPUTER SCIENCE AND ENGINEERING (IOT),ST,Male,57274-57275,57275
HYDERABAD INST OF TECHNOLOGY AND MGMT (AUTONOMOUS),COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),ST,Male,117676-117677,117677
HYDERABAD INST OF TECHNOLOGY AND MGMT (AUTONOMOUS),ELECTRONICS AND COMMUNICATION ENGINEERING,ST,Male,115491-115492,115492
HYDERABAD INST OF TECHNOLOGY AND MGMT (AUTONOMOUS),MECHANICAL ENGINEERING,ST,Male,114724-114725,114725
HYDERABAD INST OF TECHNOLOGY AND MGMT (AUTONOMOUS),COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),ST,Male,83466-83467,83467
HYDERABAD INST OF TECHNOLOGY AND MGMT (AUTONOMOUS),ELECTRICAL AND ELECTRONICS ENGINEERING,ST,Male,82072-82073,82073
HYDERABAD INST OF TECHNOLOGY AND MGMT (AUTONOMOUS),COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),ST,Male,69537-69538,69538
HYDERABAD INST OF TECHNOLOGY AND MGMT (AUTONOMOUS),COMPUTER SCIENCE AND ENGINEERING (IOT),ST,Male,62653-62654,62654
